"date","tcc.continent","n.contributors","troops","police","observers","total"
1998-09-30,"Oceania",3,571,33,32,636
1998-09-30,"South America",7,466,261,73,800
1998-10-31,"Africa",22,1918,394,118,2430
1998-10-31,"Asia",14,1831,635,197,2663
1998-10-31,"Europe",29,5095,1186,450,6731
1998-10-31,"North America",2,689,272,48,1009
1998-10-31,"Oceania",3,592,33,25,650
1998-10-31,"South America",7,465,268,73,806
1998-11-30,"Africa",22,1914,365,119,2398
1998-11-30,"Asia",14,2462,626,199,3287
1998-11-30,"Europe",29,4708,1177,449,6334
1998-11-30,"North America",2,695,254,48,997
1998-11-30,"Oceania",3,587,40,31,658
1998-11-30,"South America",7,463,265,74,802
1998-12-31,"Africa",22,1914,365,119,2398
1998-12-31,"Asia",14,2462,626,199,3287
1998-12-31,"Europe",29,4708,1177,449,6334
1998-12-31,"North America",2,695,254,48,997
1998-12-31,"Oceania",3,587,40,31,658
1998-12-31,"South America",7,463,265,74,802
1999-01-31,"Africa",22,1911,311,97,2319
1999-01-31,"Asia",13,2304,578,185,3067
1999-01-31,"Europe",29,4720,1071,422,6213
1999-01-31,"North America",2,705,283,47,1035
1999-01-31,"Oceania",3,587,40,29,656
1999-01-31,"South America",7,477,196,67,740
1999-02-28,"Africa",22,1884,282,86,2252
1999-02-28,"Asia",14,2277,612,177,3066
1999-02-28,"Europe",30,4550,1086,387,6023
1999-02-28,"North America",2,602,287,47,936
1999-02-28,"Oceania",3,586,40,25,651
1999-02-28,"South America",7,500,218,65,783
1999-03-31,"Africa",19,1966,251,77,2294
1999-03-31,"Asia",14,2195,528,168,2891
1999-03-31,"Europe",29,3770,1053,373,5196
1999-03-31,"North America",2,242,275,46,563
1999-03-31,"Oceania",3,585,40,26,651
1999-03-31,"South America",7,530,210,62,802
1999-04-30,"Africa",18,1877,257,72,2206
1999-04-30,"Asia",14,2085,528,173,2786
1999-04-30,"Europe",29,3898,984,397,5279
1999-04-30,"North America",2,215,247,46,508
1999-04-30,"Oceania",3,579,24,28,631
1999-04-30,"South America",7,513,173,62,748
1999-05-31,"Africa",18,1851,260,80,2191
1999-05-31,"Asia",14,2108,581,171,2860
1999-05-31,"Europe",29,3839,975,390,5204
1999-05-31,"North America",2,368,250,46,664
1999-05-31,"Oceania",3,575,24,27,626
1999-05-31,"South America",7,582,203,65,850
1999-06-30,"Africa",17,1857,255,77,2189
1999-06-30,"Asia",14,2082,511,157,2750
1999-06-30,"Europe",29,3784,974,382,5140
1999-06-30,"North America",2,345,235,35,615
1999-06-30,"Oceania",3,596,25,23,644
1999-06-30,"South America",7,582,211,61,854
1999-07-31,"Africa",18,1857,270,83,2210
1999-07-31,"Asia",14,2085,652,189,2926
1999-07-31,"Europe",29,3785,1006,421,5212
1999-07-31,"North America",2,351,254,47,652
1999-07-31,"Oceania",3,595,25,29,649
1999-07-31,"South America",8,592,188,63,843
1999-08-31,"Africa",21,1947,336,93,2376
1999-08-31,"Asia",15,2110,680,190,2980
1999-08-31,"Europe",29,3696,1467,423,5586
1999-08-31,"North America",2,264,434,46,744
1999-08-31,"Oceania",3,611,120,30,761
1999-08-31,"South America",9,592,237,68,897
1999-09-30,"Africa",23,2073,372,130,2575
1999-09-30,"Asia",15,2089,836,270,3195
1999-09-30,"Europe",30,3644,1665,502,5811
1999-09-30,"North America",2,248,732,54,1034
1999-09-30,"Oceania",3,591,78,53,722
1999-09-30,"South America",9,581,240,89,910
1999-10-31,"Africa",24,1966,517,140,2623
1999-10-31,"Asia",15,2089,872,314,3275
1999-10-31,"Europe",30,3736,1781,524,6041
1999-10-31,"North America",2,216,724,52,992
1999-10-31,"Oceania",3,591,80,51,722
1999-10-31,"South America",9,581,264,100,945
1999-11-30,"Africa",24,1903,517,140,2560
1999-11-30,"Asia",15,2089,872,314,3275
1999-11-30,"Europe",30,3736,1781,524,6041
1999-11-30,"North America",2,216,724,52,992
1999-11-30,"Oceania",3,591,80,51,722
1999-11-30,"South America",9,581,264,100,945
1999-12-31,"Africa",24,4633,593,168,5394
1999-12-31,"Asia",15,2902,847,387,4136
1999-12-31,"Europe",30,3649,1865,505,6019
1999-12-31,"North America",2,193,785,53,1031
1999-12-31,"Oceania",3,595,123,59,777
1999-12-31,"South America",8,496,214,100,810
2000-01-31,"Africa",23,4262,623,192,5077
2000-01-31,"Asia",16,3508,993,387,4888
2000-01-31,"Europe",30,3658,1881,520,6059
2000-01-31,"North America",2,192,759,58,1009
2000-01-31,"Oceania",3,599,118,56,773
2000-01-31,"South America",9,490,238,106,834
2000-02-28,"Africa",23,4317,839,984,6140
2000-02-28,"Asia",16,6487,1150,399,8036
2000-02-28,"Europe",30,4456,2009,525,6990
2000-02-28,"North America",2,356,869,59,1284
2000-02-28,"Oceania",3,3154,153,58,3365
2000-02-28,"South America",9,579,239,107,925
2000-03-31,"Africa",22,6526,912,209,7647
2000-03-31,"Asia",16,7351,1701,409,9461
2000-03-31,"Europe",30,4457,2086,534,7077
2000-03-31,"North America",2,189,856,61,1106
2000-03-31,"Oceania",3,3087,151,57,3295
2000-03-31,"South America",9,597,120,114,831
2000-04-30,"Africa",23,7342,847,221,8410
2000-04-30,"Asia",16,8255,1975,410,10640
2000-04-30,"Europe",31,4547,2089,536,7172
2000-04-30,"North America",2,195,895,61,1151
2000-04-30,"Oceania",3,2994,151,61,3206
2000-04-30,"South America",10,597,147,115,859
2000-05-31,"Africa",24,7433,858,255,8546
2000-05-31,"Asia",16,11514,2421,445,14380
2000-05-31,"Europe",31,4478,2164,537,7179
2000-05-31,"North America",2,187,909,61,1157
2000-05-31,"Oceania",3,3278,147,57,3482
2000-05-31,"South America",11,597,120,126,843
2000-06-30,"Africa",25,7544,858,289,8691
2000-06-30,"Asia",16,12040,2520,439,14999
2000-06-30,"Europe",31,4744,2391,537,7672
2000-06-30,"North America",2,196,888,61,1145
2000-06-30,"Oceania",4,3042,179,57,3278
2000-06-30,"South America",11,599,129,123,851
2000-07-31,"Africa",25,7548,877,296,8721
2000-07-31,"Asia",16,12138,2558,428,15124
2000-07-31,"Europe",31,5380,2377,535,8292
2000-07-31,"North America",2,191,955,70,1216
2000-07-31,"Oceania",4,3042,175,57,3274
2000-07-31,"South America",11,600,114,125,839
2000-08-31,"Africa",25,7535,952,305,8792
2000-08-31,"Asia",16,11831,2656,405,14892
2000-08-31,"Europe",31,5495,2374,543,8412
2000-08-31,"North America",2,196,924,65,1185
2000-08-31,"Oceania",4,3063,186,58,3307
2000-08-31,"South America",11,621,109,124,854
2000-09-30,"Africa",23,7540,980,324,8844
2000-09-30,"Asia",16,11986,2762,407,15155
2000-09-30,"Europe",31,5546,2364,552,8462
2000-09-30,"North America",2,189,930,63,1182
2000-09-30,"Oceania",5,3027,222,58,3307
2000-09-30,"South America",11,618,109,126,853
2000-10-31,"Africa",24,7556,996,326,8878
2000-10-31,"Asia",16,11991,2826,379,15196
2000-10-31,"Europe",31,5527,2472,567,8566
2000-10-31,"North America",2,189,948,65,1202
2000-10-31,"Oceania",5,3047,213,56,3316
2000-10-31,"South America",11,621,75,130,826
2000-11-30,"Africa",24,7655,1038,313,9006
2000-11-30,"Asia",16,11942,2824,393,15159
2000-11-30,"Europe",31,5680,2660,566,8906
2000-11-30,"North America",2,245,988,69,1302
2000-11-30,"Oceania",4,3051,231,48,3330
2000-11-30,"South America",11,624,68,126,818
2000-12-31,"Africa",25,7669,1061,308,9038
2000-12-31,"Asia",16,9624,2847,364,12835
2000-12-31,"Europe",31,7155,2677,564,10396
2000-12-31,"North America",2,425,961,67,1453
2000-12-31,"Oceania",4,3046,127,56,3229
2000-12-31,"South America",11,618,55,122,795
2001-01-31,"Africa",24,7860,1147,302,9309
2001-01-31,"Asia",16,10366,2817,355,13538
2001-01-31,"Europe",31,7398,2679,561,10638
2001-01-31,"North America",2,437,949,73,1459
2001-01-31,"Oceania",4,3050,233,56,3339
2001-01-31,"South America",12,606,96,117,819
2001-02-28,"Africa",24,7860,1147,302,9309
2001-02-28,"Asia",16,10366,2817,355,13538
2001-02-28,"Europe",31,7398,2679,561,10638
2001-02-28,"North America",2,437,949,73,1459
2001-02-28,"Oceania",4,3050,233,56,3339
2001-02-28,"South America",12,606,96,117,819
2001-03-31,"Africa",25,8647,999,336,9982
2001-03-31,"Asia",16,12336,2653,386,15375
2001-03-31,"Europe",31,7420,2651,603,10674
2001-03-31,"North America",2,430,936,74,1440
2001-03-31,"Oceania",4,3087,215,56,3358
2001-03-31,"South America",12,608,96,121,825
2001-04-30,"Africa",24,9268,973,368,10609
2001-04-30,"Asia",16,12035,2682,404,15121
2001-04-30,"Europe",31,7535,2782,615,10932
2001-04-30,"North America",2,432,930,74,1436
2001-04-30,"Oceania",4,3115,218,56,3389
2001-04-30,"South America",11,840,196,131,1167
2001-05-31,"Africa",24,10173,945,410,11528
2001-05-31,"Asia",16,12634,2760,358,15752
2001-05-31,"Europe",31,7593,2698,604,10895
2001-05-31,"North America",2,418,917,70,1405
2001-05-31,"Oceania",4,2909,203,31,3143
2001-05-31,"South America",11,882,173,119,1174
2001-06-30,"Africa",24,10103,930,420,11453
2001-06-30,"Asia",16,12643,2782,419,15844
2001-06-30,"Europe",31,6610,2732,610,9952
2001-06-30,"North America",2,199,857,69,1125
2001-06-30,"Oceania",4,2901,220,56,3177
2001-06-30,"South America",11,1036,176,149,1361
2001-07-31,"Africa",23,10162,902,431,11495
2001-07-31,"Asia",16,14867,2785,419,18071
2001-07-31,"Europe",31,6299,2695,605,9599
2001-07-31,"North America",2,197,839,69,1105
2001-07-31,"Oceania",5,2881,245,54,3180
2001-07-31,"South America",10,1045,179,154,1378
2001-08-31,"Africa",23,10221,951,423,11595
2001-08-31,"Asia",16,17124,2718,430,20272
2001-08-31,"Europe",31,6274,2729,629,9632
2001-08-31,"North America",2,203,803,69,1075
2001-08-31,"Oceania",5,2932,245,55,3232
2001-08-31,"South America",10,1020,182,155,1357
2001-09-30,"Africa",23,10228,926,438,11592
2001-09-30,"Asia",16,17093,2828,432,20353
2001-09-30,"Europe",31,6209,2711,632,9552
2001-09-30,"North America",2,194,789,66,1049
2001-09-30,"Oceania",5,2877,234,50,3161
2001-09-30,"South America",10,1015,100,158,1273
2001-10-31,"Africa",22,10397,925,466,11788
2001-10-31,"Asia",16,17280,2782,449,20511
2001-10-31,"Europe",31,5973,2687,640,9300
2001-10-31,"North America",2,194,854,66,1114
2001-10-31,"Oceania",5,2663,237,50,2950
2001-10-31,"South America",10,1593,182,160,1935
2001-11-30,"Africa",22,10297,921,472,11690
2001-11-30,"Asia",16,17867,2788,458,21113
2001-11-30,"Europe",31,5508,2741,652,8901
2001-11-30,"North America",2,206,827,65,1098
2001-11-30,"Oceania",5,2857,196,49,3102
2001-11-30,"South America",10,1559,184,154,1897
2001-12-31,"Africa",22,10302,890,472,11664
2001-12-31,"Asia",16,17340,2777,433,20550
2001-12-31,"Europe",31,5408,2808,650,8866
2001-12-31,"North America",2,192,792,61,1045
2001-12-31,"Oceania",5,2864,197,50,3111
2001-12-31,"South America",10,1559,178,158,1895
2002-01-31,"Africa",22,10290,890,462,11642
2002-01-31,"Asia",16,16523,2745,442,19710
2002-01-31,"Europe",31,5485,2761,633,8879
2002-01-31,"North America",2,191,817,53,1061
2002-01-31,"Oceania",5,2861,165,51,3077
2002-01-31,"South America",10,1558,176,159,1893
2002-02-28,"Africa",22,10293,961,467,11721
2002-02-28,"Asia",16,16172,2665,453,19290
2002-02-28,"Europe",31,5464,2893,647,9004
2002-02-28,"North America",2,198,819,53,1070
2002-02-28,"Oceania",5,2885,182,51,3118
2002-02-28,"South America",10,1758,180,158,2096
2002-03-31,"Africa",22,10341,883,469,11693
2002-03-31,"Asia",16,16589,2665,461,19715
2002-03-31,"Europe",31,5417,2881,640,8938
2002-03-31,"North America",2,198,761,55,1014
2002-03-31,"Oceania",5,2814,181,51,3046
2002-03-31,"South America",10,1760,159,158,2077
2002-04-30,"Africa",21,10310,910,476,11696
2002-04-30,"Asia",16,16978,2605,456,20039
2002-04-30,"Europe",31,5225,2896,633,8754
2002-04-30,"North America",2,195,745,53,993
2002-04-30,"Oceania",5,3009,181,51,3241
2002-04-30,"South America",10,1758,182,159,2099
2002-05-31,"Africa",21,10313,891,480,11684
2002-05-31,"Asia",16,15896,2472,452,18820
2002-05-31,"Europe",31,5286,2805,625,8716
2002-05-31,"North America",2,197,718,51,966
2002-05-31,"Oceania",5,2740,184,48,2972
2002-05-31,"South America",11,1787,183,166,2136
2002-06-30,"Africa",21,10397,862,475,11734
2002-06-30,"Asia",16,15755,2450,459,18664
2002-06-30,"Europe",32,5138,2770,618,8526
2002-06-30,"North America",2,203,693,51,947
2002-06-30,"Oceania",5,2647,182,48,2877
2002-06-30,"South America",11,2262,196,162,2620
2002-07-31,"Africa",22,10380,831,454,11665
2002-07-31,"Asia",16,15749,2399,446,18594
2002-07-31,"Europe",32,4944,2658,629,8231
2002-07-31,"North America",2,201,708,49,958
2002-07-31,"Oceania",5,2454,150,51,2655
2002-07-31,"South America",11,2272,205,157,2634
2002-08-30,"Africa",23,10309,807,455,11571
2002-08-30,"Asia",17,15723,2214,461,18398
2002-08-30,"Europe",32,4898,2689,630,8217
2002-08-30,"North America",2,209,709,49,967
2002-08-30,"Oceania",5,2315,132,50,2497
2002-08-30,"South America",11,2244,203,163,2610
2002-09-30,"Africa",23,10337,781,443,11561
2002-09-30,"Asia",17,15773,2346,458,18577
2002-09-30,"Europe",32,4991,2655,616,8262
2002-09-30,"North America",2,200,660,49,909
2002-09-30,"Oceania",5,2251,132,58,2441
2002-09-30,"South America",11,2246,202,161,2609
2002-10-31,"Africa",23,10126,719,428,11273
2002-10-31,"Asia",17,15882,1986,468,18336
2002-10-31,"Europe",32,4724,2485,622,7831
2002-10-31,"North America",2,199,685,50,934
2002-10-31,"Oceania",4,1872,117,49,2038
2002-10-31,"South America",10,2252,189,154,2595
2002-11-30,"Africa",23,10071,673,428,11172
2002-11-30,"Asia",18,15379,2032,464,17875
2002-11-30,"Europe",32,4721,2485,619,7825
2002-11-30,"North America",2,199,685,51,935
2002-11-30,"Oceania",4,1306,117,49,1472
2002-11-30,"South America",10,2303,189,155,2647
2002-12-31,"Africa",23,10070,567,453,11090
2002-12-31,"Asia",18,14482,1938,476,16896
2002-12-31,"Europe",32,4415,1886,624,6925
2002-12-31,"North America",2,200,648,46,894
2002-12-31,"Oceania",4,1037,122,50,1209
2002-12-31,"South America",10,2316,172,150,2638
2003-01-31,"Africa",23,9938,569,452,10959
2003-01-31,"Asia",18,14099,1956,481,16536
2003-01-31,"Europe",32,4432,1889,620,6941
2003-01-31,"North America",2,200,629,43,872
2003-01-31,"Oceania",4,1026,121,50,1197
2003-01-31,"South America",10,2328,168,146,2642
2003-02-28,"Africa",24,9966,524,448,10938
2003-02-28,"Asia",18,14078,1944,478,16500
2003-02-28,"Europe",32,4361,1880,620,6861
2003-02-28,"North America",2,201,599,42,842
2003-02-28,"Oceania",4,1034,110,48,1192
2003-02-28,"South America",10,2353,167,148,2668
2003-03-30,"Africa",24,10036,566,457,11059
2003-03-30,"Asia",18,12342,1930,431,14703
2003-03-30,"Europe",32,4312,1859,536,6707
2003-03-30,"North America",2,201,618,33,852
2003-03-30,"Oceania",4,1019,110,36,1165
2003-03-30,"South America",9,2317,166,136,2619
2003-04-30,"Africa",24,10006,492,474,10972
2003-04-30,"Asia",18,12378,1937,429,14744
2003-04-30,"Europe",32,4295,1871,546,6712
2003-04-30,"North America",2,201,586,33,820
2003-04-30,"Oceania",4,987,110,38,1135
2003-04-30,"South America",9,2300,166,138,2604
2003-05-31,"Africa",24,8333,452,471,9256
2003-05-31,"Asia",18,12326,1837,435,14598
2003-05-31,"Europe",32,4336,1725,545,6606
2003-05-31,"North America",2,201,567,33,801
2003-05-31,"Oceania",4,1023,110,37,1170
2003-05-31,"South America",9,2205,163,148,2516
2003-06-30,"Africa",24,9631,417,488,10536
2003-06-30,"Asia",18,12346,1745,444,14535
2003-06-30,"Europe",32,4370,1716,546,6632
2003-06-30,"North America",2,200,557,28,785
2003-06-30,"Oceania",4,1020,106,37,1163
2003-06-30,"South America",9,2408,162,146,2716
2003-07-31,"Africa",24,9648,437,498,10583
2003-07-31,"Asia",18,12684,1719,446,14849
2003-07-31,"Europe",32,4376,1705,561,6642
2003-07-31,"North America",2,198,544,27,769
2003-07-31,"Oceania",4,983,105,33,1121
2003-07-31,"South America",9,2401,161,152,2714
2003-08-31,"Africa",24,8873,471,491,9835
2003-08-31,"Asia",18,13950,1583,446,15979
2003-08-31,"Europe",32,4630,1648,569,6847
2003-08-31,"North America",2,197,465,28,690
2003-08-31,"Oceania",4,1004,105,32,1141
2003-08-31,"South America",9,2405,160,145,2710
2003-09-30,"Africa",24,8860,467,480,9807
2003-09-30,"Asia",18,15182,1646,454,17282
2003-09-30,"Europe",32,4378,1645,564,6587
2003-09-30,"North America",2,197,444,28,669
2003-09-30,"Oceania",4,998,106,33,1137
2003-09-30,"South America",9,2525,121,142,2788
2003-10-31,"Africa",27,12690,500,485,13675
2003-10-31,"Asia",18,15582,1629,454,17665
2003-10-31,"Europe",32,4393,1625,568,6586
2003-10-31,"North America",2,198,477,28,703
2003-10-31,"Oceania",4,1000,86,34,1120
2003-10-31,"South America",9,2544,156,148,2848
2003-11-30,"Africa",27,12688,508,515,13711
2003-11-30,"Asia",17,16557,1222,470,18249
2003-11-30,"Europe",32,4772,1986,567,7325
2003-11-30,"North America",2,200,522,33,755
2003-11-30,"Oceania",4,570,72,34,676
2003-11-30,"South America",10,2495,158,162,2815
2003-12-31,"Africa",27,13721,525,569,14815
2003-12-31,"Asia",19,17559,1762,474,19795
2003-12-31,"Europe",32,4862,1595,576,7033
2003-12-31,"North America",2,194,521,36,751
2003-12-31,"Oceania",4,503,70,34,607
2003-12-31,"South America",10,2496,154,164,2814
2004-01-31,"Africa",27,14083,573,549,15205
2004-01-31,"Asia",19,19765,1850,465,22080
2004-01-31,"Europe",32,5045,1558,575,7178
2004-01-31,"North America",2,195,484,36,715
2004-01-31,"Oceania",4,494,58,34,586
2004-01-31,"South America",10,2500,156,170,2826
2004-02-28,"Africa",27,14866,543,545,15954
2004-02-28,"Asia",19,19831,1853,462,22146
2004-02-28,"Europe",32,4880,1522,580,6982
2004-02-28,"North America",2,206,503,35,744
2004-02-28,"Oceania",4,499,71,34,604
2004-02-28,"South America",10,2491,156,168,2815
2004-03-31,"Africa",27,15804,557,565,16926
2004-03-31,"Asia",19,20977,1871,481,23329
2004-03-31,"Europe",32,5077,1526,580,7183
2004-03-31,"North America",2,206,476,35,717
2004-03-31,"Oceania",4,501,71,34,606
2004-03-31,"South America",10,2610,155,171,2936
2004-04-30,"Africa",28,17149,612,594,18355
2004-04-30,"Asia",19,21122,1827,499,23448
2004-04-30,"Europe",32,5233,1536,603,7372
2004-04-30,"North America",2,200,554,35,789
2004-04-30,"Oceania",4,502,81,34,617
2004-04-30,"South America",11,2500,154,184,2838
2004-05-31,"Africa",29,18337,675,609,19621
2004-05-31,"Asia",19,21776,1850,503,24129
2004-05-31,"Europe",32,5356,1474,491,7321
2004-05-31,"North America",2,212,526,24,762
2004-05-31,"Oceania",4,418,128,10,556
2004-05-31,"South America",11,2745,164,172,3081
2004-06-30,"Africa",29,19246,840,662,20748
2004-06-30,"Asia",18,20102,2018,518,22638
2004-06-30,"Europe",32,4540,1627,599,6766
2004-06-30,"North America",2,700,502,31,1233
2004-06-30,"Oceania",4,244,114,29,387
2004-06-30,"South America",12,4156,150,183,4489
2004-07-31,"Africa",31,19931,1051,676,21658
2004-07-31,"Asia",18,21459,2102,527,24088
2004-07-31,"Europe",32,4532,1637,603,6772
2004-07-31,"North America",2,512,447,32,991
2004-07-31,"Oceania",4,231,117,27,375
2004-07-31,"South America",13,4526,162,184,4872
2004-08-31,"Africa",31,19509,1051,718,21278
2004-08-31,"Asia",18,23313,2102,533,25948
2004-08-31,"Europe",32,4534,1637,595,6766
2004-08-31,"North America",2,216,447,32,695
2004-08-31,"Oceania",4,231,117,27,375
2004-08-31,"South America",13,5327,162,194,5683
2004-09-30,"Africa",33,19611,1233,741,21585
2004-09-30,"Asia",18,24213,2300,559,27072
2004-09-30,"Europe",32,4526,1702,581,6809
2004-09-30,"North America",2,208,409,32,649
2004-09-30,"Oceania",4,233,119,27,379
2004-09-30,"South America",13,5409,206,198,5813
2004-10-31,"Africa",33,19703,1364,734,21801
2004-10-31,"Asia",19,23838,2596,522,26956
2004-10-31,"Europe",32,4728,1747,610,7085
2004-10-31,"North America",2,205,436,32,673
2004-10-31,"Oceania",4,234,119,27,380
2004-10-31,"South America",13,5478,224,193,5895
2004-11-30,"Africa",33,20139,1368,730,22237
2004-11-30,"Asia",19,23984,2870,507,27361
2004-11-30,"Europe",32,4723,1752,610,7085
2004-11-30,"North America",2,215,427,31,673
2004-11-30,"Oceania",4,227,119,28,374
2004-11-30,"South America",13,5787,230,181,6198
2004-12-31,"Africa",33,19230,1310,676,21216
2004-12-31,"Asia",18,26041,2889,523,29453
2004-12-31,"Europe",32,4368,1722,602,6692
2004-12-31,"North America",2,204,510,29,743
2004-12-31,"Oceania",4,232,117,28,377
2004-12-31,"South America",13,5834,220,188,6242
2005-01-31,"Africa",33,18665,1307,714,20686
2005-01-31,"Asia",19,27228,2889,523,30640
2005-01-31,"Europe",32,4130,1722,606,6458
2005-01-31,"North America",2,202,510,30,742
2005-01-31,"Oceania",4,232,117,29,378
2005-01-31,"South America",13,5740,220,186,6146
2005-02-28,"Africa",33,18594,1320,713,20627
2005-02-28,"Asia",19,29683,2855,521,33059
2005-02-28,"Europe",32,3814,1663,611,6088
2005-02-28,"North America",2,212,453,33,698
2005-02-28,"Oceania",4,229,114,31,374
2005-02-28,"South America",13,5675,222,187,6084
2005-03-31,"Africa",33,18587,1342,716,20645
2005-03-31,"Asia",19,29744,2659,536,32939
2005-03-31,"Europe",32,3674,1688,609,5971
2005-03-31,"North America",2,216,441,29,686
2005-03-31,"Oceania",4,234,114,31,379
2005-03-31,"South America",13,6116,222,185,6523
2005-04-30,"Africa",33,18603,1302,700,20605
2005-04-30,"Asia",19,29655,2451,531,32637
2005-04-30,"Europe",32,3691,1620,538,5849
2005-04-30,"North America",2,210,455,25,690
2005-04-30,"Oceania",4,234,82,28,344
2005-04-30,"South America",13,5966,221,186,6373
2005-05-31,"Africa",34,18397,1298,732,20427
2005-05-31,"Asia",20,29923,2388,539,32850
2005-05-31,"Europe",32,3796,1469,496,5761
2005-05-31,"North America",2,212,440,28,680
2005-05-31,"Oceania",4,3,54,20,77
2005-05-31,"South America",13,5663,229,201,6093
2005-06-30,"Africa",34,18464,1294,740,20498
2005-06-30,"Asia",20,30644,2388,563,33595
2005-06-30,"Europe",32,3840,1470,505,5815
2005-06-30,"North America",2,217,440,25,682
2005-06-30,"Oceania",4,3,54,24,81
2005-06-30,"South America",13,5670,227,216,6113
2005-07-31,"Africa",35,18535,1433,716,20684
2005-07-31,"Asia",20,30979,2306,562,33847
2005-07-31,"Europe",32,3912,1515,486,5913
2005-07-31,"North America",2,218,406,17,641
2005-07-31,"Oceania",4,3,93,14,110
2005-07-31,"South America",13,5677,238,209,6124
2005-08-31,"Africa",35,18394,1433,717,20544
2005-08-31,"Asia",20,31454,2283,548,34285
2005-08-31,"Europe",32,3924,1506,489,5919
2005-08-31,"North America",2,223,406,16,645
2005-08-31,"Oceania",4,3,86,23,112
2005-08-31,"South America",13,5674,236,210,6120
2005-09-30,"Africa",35,18397,1494,707,20598
2005-09-30,"Asia",20,31960,2486,543,34989
2005-09-30,"Europe",32,3782,1548,492,5822
2005-09-30,"North America",2,217,439,21,677
2005-09-30,"Oceania",5,3,92,15,110
2005-09-30,"South America",13,5855,108,209,6172
2005-10-31,"Africa",34,18656,1537,815,21008
2005-10-31,"Asia",20,32865,2503,621,35989
2005-10-31,"Europe",32,3704,1534,623,5861
2005-10-31,"North America",2,208,515,45,768
2005-10-31,"Oceania",6,5,98,37,140
2005-10-31,"South America",13,5668,110,248,6026
2005-11-30,"Africa",34,18072,1676,824,20572
2005-11-30,"Asia",20,32949,3039,669,36657
2005-11-30,"Europe",32,3721,1527,532,5780
2005-11-30,"North America",2,222,498,44,764
2005-11-30,"Oceania",6,10,104,17,131
2005-11-30,"South America",13,5658,119,274,6051
2005-12-31,"Africa",34,18064,1938,836,20838
2005-12-31,"Asia",21,32655,3051,683,36389
2005-12-31,"Europe",32,3444,1537,524,5505
2005-12-31,"North America",2,221,495,55,771
2005-12-31,"Oceania",6,10,105,30,145
2005-12-31,"South America",13,5676,115,291,6082
2006-01-31,"Africa",34,18195,2040,879,21114
2006-01-31,"Asia",20,33901,3142,740,37783
2006-01-31,"Europe",32,3460,1491,666,5617
2006-01-31,"North America",2,204,475,61,740
2006-01-31,"Oceania",6,144,107,39,290
2006-01-31,"South America",13,5844,116,307,6267
2006-02-28,"Africa",34,17347,2085,854,20286
2006-02-28,"Asia",20,35842,3230,765,39837
2006-02-28,"Europe",32,3482,1508,683,5673
2006-02-28,"North America",2,206,458,60,724
2006-02-28,"Oceania",6,144,107,39,290
2006-02-28,"South America",13,5787,134,303,6224
2006-03-31,"Africa",35,16354,2067,892,19313
2006-03-31,"Asia",20,36102,3236,748,40086
2006-03-31,"Europe",32,3165,1502,689,5356
2006-03-31,"North America",2,26,453,59,538
2006-03-31,"Oceania",6,144,117,44,305
2006-03-31,"South America",13,5800,126,299,6225
2006-04-30,"Africa",35,17692,2090,887,20669
2006-04-30,"Asia",20,36060,3262,748,40070
2006-04-30,"Europe",32,3079,1495,669,5243
2006-04-30,"North America",2,28,398,52,478
2006-04-30,"Oceania",6,144,116,44,304
2006-04-30,"South America",14,5653,121,298,6072
2006-05-31,"Africa",35,17759,2076,875,20710
2006-05-31,"Asia",20,36435,3289,758,40482
2006-05-31,"Europe",32,3083,1479,660,5222
2006-05-31,"North America",2,26,358,48,432
2006-05-31,"Oceania",5,143,71,41,255
2006-05-31,"South America",14,5653,125,297,6075
2006-06-30,"Africa",35,17773,2096,880,20749
2006-06-30,"Asia",20,36113,3169,729,40011
2006-06-30,"Europe",32,3117,1419,602,5138
