"date","tcc.continent","n.contributors","troops","police","observers","total"
2006-06-30,"North America",2,27,390,59,476
2006-06-30,"Oceania",5,144,79,36,259
2006-06-30,"South America",14,5771,112,283,6166
2006-07-31,"Africa",35,17813,2039,886,20738
2006-07-31,"Asia",20,36080,3181,753,40014
2006-07-31,"Europe",32,3150,1433,591,5174
2006-07-31,"North America",2,30,386,51,467
2006-07-31,"Oceania",5,144,78,35,257
2006-07-31,"South America",14,5809,129,302,6240
2006-08-31,"Africa",35,17712,2035,893,20640
2006-08-31,"Asia",20,36960,3637,749,41346
2006-08-31,"Europe",32,3351,1571,589,5511
2006-08-31,"North America",2,24,388,55,467
2006-08-31,"Oceania",5,233,296,37,566
2006-08-31,"South America",14,5756,119,300,6175
2006-09-30,"Africa",35,17703,2064,884,20651
2006-09-30,"Asia",21,36153,3604,760,40517
2006-09-30,"Europe",32,6226,1572,652,8450
2006-09-30,"North America",2,22,377,55,454
2006-09-30,"Oceania",5,233,208,45,486
2006-09-30,"South America",15,5972,122,300,6394
2006-10-31,"Africa",35,17706,2120,881,20707
2006-10-31,"Asia",21,36637,4035,723,41395
2006-10-31,"Europe",34,9152,1632,634,11418
2006-10-31,"North America",2,22,346,54,422
2006-10-31,"Oceania",5,233,227,49,509
2006-10-31,"South America",15,5982,116,299,6397
2006-11-30,"Africa",35,17695,2109,862,20666
2006-11-30,"Asia",21,36650,4056,741,41447
2006-11-30,"Europe",35,10175,1619,685,12479
2006-11-30,"North America",2,26,376,58,460
2006-11-30,"Oceania",5,234,210,49,493
2006-11-30,"South America",15,5980,112,283,6375
2006-12-31,"Africa",35,15594,2120,769,18483
2006-12-31,"Asia",22,36807,4180,722,41709
2006-12-31,"Europe",35,10475,1697,663,12835
2006-12-31,"North America",2,24,383,49,456
2006-12-31,"Oceania",5,233,201,47,481
2006-12-31,"South America",15,6013,114,277,6404
2007-01-31,"Africa",34,16115,2339,750,19204
2007-01-31,"Asia",23,37526,4486,713,42725
2007-01-31,"Europe",35,10335,1686,679,12700
2007-01-31,"North America",2,24,375,58,457
2007-01-31,"Oceania",5,233,210,47,490
2007-01-31,"South America",15,6019,112,285,6416
2007-02-28,"Africa",34,16227,2393,754,19374
2007-02-28,"Asia",23,37886,4629,736,43251
2007-02-28,"Europe",35,10317,1714,683,12714
2007-02-28,"North America",2,23,377,58,458
2007-02-28,"Oceania",5,234,209,45,488
2007-02-28,"South America",15,6028,122,316,6466
2007-03-31,"Africa",36,16139,2446,773,19358
2007-03-31,"Asia",22,38229,4660,754,43643
2007-03-31,"Europe",35,10202,1764,688,12654
2007-03-31,"North America",2,23,380,57,460
2007-03-31,"Oceania",5,233,209,46,488
2007-03-31,"South America",15,6013,137,318,6468
2007-04-30,"Africa",36,16154,2388,780,19322
2007-04-30,"Asia",22,38160,4701,774,43635
2007-04-30,"Europe",35,10436,1784,702,12922
2007-04-30,"North America",2,23,358,58,439
2007-04-30,"Oceania",6,233,205,46,484
2007-04-30,"South America",14,6027,129,319,6475
2007-05-31,"Africa",36,16159,2407,791,19357
2007-05-31,"Asia",24,38695,4678,797,44170
2007-05-31,"Europe",35,9927,1774,700,12401
2007-05-31,"North America",2,24,365,57,446
2007-05-31,"Oceania",6,233,198,51,482
2007-05-31,"South America",14,6026,129,313,6468
2007-06-30,"Africa",36,16215,2441,802,19458
2007-06-30,"Asia",24,38729,4807,796,44332
2007-06-30,"Europe",35,9953,1766,698,12417
2007-06-30,"North America",2,24,365,56,445
2007-06-30,"Oceania",6,232,190,46,468
2007-06-30,"South America",14,6042,129,325,6496
2007-07-31,"Africa",36,16194,2405,811,19410
2007-07-31,"Asia",24,38925,4780,806,44511
2007-07-31,"Europe",35,10008,1759,708,12475
2007-07-31,"North America",2,24,351,57,432
2007-07-31,"Oceania",6,233,185,46,464
2007-07-31,"South America",14,6044,122,325,6491
2007-08-31,"Africa",37,16205,2370,768,19343
2007-08-31,"Asia",24,38931,4593,781,44305
2007-08-31,"Europe",35,9857,1746,690,12293
2007-08-31,"North America",2,25,353,55,433
2007-08-31,"Oceania",6,233,183,47,463
2007-08-31,"South America",15,6041,135,315,6491
2007-09-30,"Africa",37,16201,2362,780,19343
2007-09-30,"Asia",24,38932,4725,815,44472
2007-09-30,"Europe",35,9757,1767,693,12217
2007-09-30,"North America",2,25,356,57,438
2007-09-30,"Oceania",6,233,188,47,468
2007-09-30,"South America",15,6038,139,331,6508
2007-10-31,"Africa",37,15593,2359,788,18740
2007-10-31,"Asia",24,38924,4682,804,44410
2007-10-31,"Europe",35,9756,1661,678,12095
2007-10-31,"North America",2,23,396,58,477
2007-10-31,"Oceania",6,241,176,46,463
2007-10-31,"South America",15,6043,140,333,6516
2007-11-30,"Africa",37,15584,2408,808,18800
2007-11-30,"Asia",24,38946,4830,797,44573
2007-11-30,"Europe",35,9793,1697,690,12180
2007-11-30,"North America",2,23,413,59,495
2007-11-30,"Oceania",6,233,173,46,452
2007-11-30,"South America",15,6040,137,329,6506
2007-12-31,"Africa",39,15554,3839,803,20196
2007-12-31,"Asia",23,38918,4844,805,44567
2007-12-31,"Europe",35,9758,1708,686,12152
2007-12-31,"North America",2,23,383,59,465
2007-12-31,"Oceania",5,233,171,44,448
2007-12-31,"South America",15,6022,132,327,6481
2008-01-31,"Africa",40,22452,3890,1008,27350
2008-01-31,"Asia",23,38883,4919,793,44595
2008-01-31,"Europe",34,9116,1719,677,11512
2008-01-31,"North America",2,31,402,55,488
2008-01-31,"Oceania",6,233,185,44,462
2008-01-31,"South America",14,6037,139,300,6476
2008-02-28,"Africa",39,22354,3989,1011,27354
2008-02-28,"Asia",22,38213,4962,815,43990
2008-02-28,"Europe",35,9486,1730,679,11895
2008-02-28,"North America",2,33,391,60,484
2008-02-28,"Oceania",6,230,194,45,469
2008-02-28,"South America",14,6035,152,311,6498
2008-03-31,"Africa",39,22319,3966,863,27148
2008-03-31,"Asia",22,36878,5012,768,42658
2008-03-31,"Europe",35,9262,1676,673,11611
2008-03-31,"North America",2,35,372,59,466
2008-03-31,"Oceania",6,229,194,40,463
2008-03-31,"South America",14,6065,150,301,6516
2008-04-30,"Africa",39,22148,3884,862,26894
2008-04-30,"Asia",22,36899,4952,778,42629
2008-04-30,"Europe",35,9264,1718,682,11664
2008-04-30,"North America",2,34,378,59,471
2008-04-30,"Oceania",5,230,189,44,463
2008-04-30,"South America",14,6082,145,306,6533
2008-05-31,"Africa",39,21888,3938,842,26668
2008-05-31,"Asia",22,36613,4990,763,42366
2008-05-31,"Europe",35,9431,1721,675,11827
2008-05-31,"North America",2,32,367,58,457
2008-05-31,"Oceania",5,230,200,44,474
2008-05-31,"South America",14,6154,152,320,6626
2008-06-30,"Africa",39,21969,3993,859,26821
2008-06-30,"Asia",23,36620,5211,749,42580
2008-06-30,"Europe",36,9354,1701,668,11723
2008-06-30,"North America",2,31,336,59,426
2008-06-30,"Oceania",5,233,193,45,471
2008-06-30,"South America",14,6047,149,300,6496
2008-07-31,"Africa",39,22029,3882,818,26729
2008-07-31,"Asia",23,36836,5271,728,42835
2008-07-31,"Europe",36,9323,1704,643,11670
2008-07-31,"North America",2,27,337,55,419
2008-07-31,"Oceania",5,233,190,47,470
2008-07-31,"South America",14,6087,133,291,6511
2008-08-31,"Africa",39,22303,3899,793,26995
2008-08-31,"Asia",23,36748,5226,735,42709
2008-08-31,"Europe",36,9184,1673,603,11460
2008-08-31,"North America",2,29,401,55,485
2008-08-31,"Oceania",5,236,186,47,469
2008-08-31,"South America",14,6017,134,307,6458
2008-09-30,"Africa",38,22183,3993,787,26963
2008-09-30,"Asia",23,36801,5272,773,42846
2008-09-30,"Europe",36,9346,1590,608,11544
2008-09-30,"North America",2,31,383,55,469
2008-09-30,"Oceania",5,232,158,44,434
2008-09-30,"South America",13,6063,133,302,6498
2008-10-31,"Africa",38,22507,3960,802,27269
2008-10-31,"Asia",25,37387,5864,783,44034
2008-10-31,"Europe",36,9316,1591,607,11514
2008-10-31,"North America",2,34,391,50,475
2008-10-31,"Oceania",5,243,184,41,468
2008-10-31,"South America",13,6025,135,323,6483
2008-11-30,"Africa",38,22587,4096,819,27502
2008-11-30,"Asia",25,37313,5840,770,43923
2008-11-30,"Europe",36,9310,1126,593,11029
2008-11-30,"North America",2,29,303,55,387
2008-11-30,"Oceania",6,240,178,46,464
2008-11-30,"South America",13,6082,132,326,6540
2008-12-31,"Africa",38,24461,4334,843,29638
2008-12-31,"Asia",25,38002,5771,783,44556
2008-12-31,"Europe",35,8739,884,585,10208
2008-12-31,"North America",2,34,184,52,270
2008-12-31,"Oceania",6,240,186,47,473
2008-12-31,"South America",14,6075,152,320,6547
2009-01-31,"Africa",38,24606,4185,832,29623
2009-01-31,"Asia",25,38077,5345,752,44174
2009-01-31,"Europe",35,8975,751,570,10296
2009-01-31,"North America",2,33,183,53,269
2009-01-31,"Oceania",6,241,187,45,473
2009-01-31,"South America",14,6095,134,318,6547
2009-02-28,"Africa",38,24596,4038,817,29451
2009-02-28,"Asia",25,37618,5368,757,43743
2009-02-28,"Europe",35,8852,722,568,10142
2009-02-28,"North America",2,32,185,51,268
2009-02-28,"Oceania",6,238,192,45,475
2009-02-28,"South America",14,6103,124,299,6526
2009-03-31,"Africa",36,25081,3791,816,29688
2009-03-31,"Asia",25,37531,5309,732,43572
2009-03-31,"Europe",35,10378,702,571,11651
2009-03-31,"North America",2,34,206,52,292
2009-03-31,"Oceania",6,238,191,45,474
2009-03-31,"South America",14,6108,129,282,6519
2009-04-30,"Africa",36,25607,3769,783,30159
2009-04-30,"Asia",24,37371,5305,734,43410
2009-04-30,"Europe",35,10551,702,557,11810
2009-04-30,"North America",2,35,194,51,280
2009-04-30,"Oceania",6,230,192,45,467
2009-04-30,"South America",14,6086,136,287,6509
2009-05-31,"Africa",36,25928,3939,765,30632
2009-05-31,"Asia",24,37732,5792,738,44262
2009-05-31,"Europe",35,10379,679,552,11610
2009-05-31,"North America",2,32,196,50,278
2009-05-31,"Oceania",6,226,178,45,449
2009-05-31,"South America",14,6147,155,280,6582
2009-06-30,"Africa",36,25844,3890,732,30466
2009-06-30,"Asia",25,37935,5894,692,44521
2009-06-30,"Europe",35,9754,665,478,10897
2009-06-30,"North America",2,25,195,49,269
2009-06-30,"Oceania",6,233,179,45,457
2009-06-30,"South America",14,6153,170,283,6606
2009-07-31,"Africa",36,26071,4114,746,30931
2009-07-31,"Asia",25,36571,6104,694,43369
2009-07-31,"Europe",35,9810,670,487,10967
2009-07-31,"North America",2,27,197,47,271
2009-07-31,"Oceania",6,233,220,43,496
2009-07-31,"South America",14,6214,177,285,6676
2009-08-31,"Africa",36,27290,4472,763,32525
2009-08-31,"Asia",24,37357,6479,696,44532
2009-08-31,"Europe",35,9854,688,489,11031
2009-08-31,"North America",2,27,186,45,258
2009-08-31,"Oceania",6,233,217,43,493
2009-08-31,"South America",13,6145,170,265,6580
2009-09-30,"Africa",36,27592,4459,717,32768
2009-09-30,"Asia",24,37521,6487,697,44705
2009-09-30,"Europe",35,10062,698,482,11242
2009-09-30,"North America",2,27,188,47,262
2009-09-30,"Oceania",6,232,217,42,491
2009-09-30,"South America",13,6161,173,273,6607
2009-10-31,"Africa",37,27933,4556,731,33220
2009-10-31,"Asia",24,38711,6845,695,46251
2009-10-31,"Europe",34,9598,667,487,10752
2009-10-31,"North America",2,27,186,47,260
2009-10-31,"Oceania",6,240,212,41,493
2009-10-31,"South America",13,6147,179,268,6594
2009-11-30,"Africa",36,28374,4282,771,33427
2009-11-30,"Asia",24,39182,7172,719,47073
2009-11-30,"Europe",34,9118,683,487,10288
2009-11-30,"North America",2,28,177,55,260
2009-11-30,"Oceania",6,231,212,41,484
2009-11-30,"South America",13,6130,174,277,6581
2009-12-31,"Africa",35,29285,4453,747,34485
2009-12-31,"Asia",24,39238,7118,712,47068
2009-12-31,"Europe",34,8179,731,489,9399
2009-12-31,"North America",2,28,170,47,245
2009-12-31,"Oceania",6,231,157,43,431
2009-12-31,"South America",14,6125,165,276,6566
2010-01-31,"Africa",35,29649,4475,769,34893
2010-01-31,"Asia",24,40267,7199,699,48165
2010-01-31,"Europe",34,8329,723,499,9551
2010-01-31,"North America",2,28,145,49,222
2010-01-31,"Oceania",6,231,141,44,416
2010-01-31,"South America",14,6127,184,288,6599
2010-02-28,"Africa",34,30567,4502,779,35848
2010-02-28,"Asia",24,40347,7132,693,48172
2010-02-28,"Europe",35,7969,777,497,9243
2010-02-28,"North America",2,27,171,48,246
2010-02-28,"Oceania",6,230,190,44,464
2010-02-28,"South America",14,6126,161,287,6574
2010-03-31,"Africa",34,30465,4503,753,35721
2010-03-31,"Asia",24,40751,7167,704,48622
2010-03-31,"Europe",35,7900,850,488,9238
2010-03-31,"North America",2,41,170,45,256
2010-03-31,"Oceania",6,231,193,44,468
2010-03-31,"South America",14,7070,171,280,7521
2010-04-30,"Africa",34,30806,4644,757,36207
2010-04-30,"Asia",24,40051,7197,688,47936
2010-04-30,"Europe",35,8091,845,489,9425
2010-04-30,"North America",2,38,161,47,246
2010-04-30,"Oceania",6,231,188,45,464
2010-04-30,"South America",14,7143,186,278,7607
2010-05-31,"Africa",34,30965,4747,761,36473
2010-05-31,"Asia",24,40183,7201,708,48092
2010-05-31,"Europe",36,7406,961,497,8864
2010-05-31,"North America",2,41,181,47,269
2010-05-31,"Oceania",6,231,187,44,462
2010-05-31,"South America",14,7296,160,272,7728
2010-06-30,"Africa",35,30550,4420,781,35751
2010-06-30,"Asia",25,39879,7554,701,48134
2010-06-30,"Europe",35,6630,975,503,8108
2010-06-30,"North America",2,42,214,48,304
2010-06-30,"Oceania",6,231,187,44,462
2010-06-30,"South America",14,7452,162,272,7886
2010-07-31,"Africa",35,29473,4725,763,34961
2010-07-31,"Asia",25,40058,7533,704,48295
2010-07-31,"Europe",34,6851,890,494,8235
2010-07-31,"North America",2,40,188,48,276
2010-07-31,"Oceania",6,231,146,44,421
2010-07-31,"South America",14,7246,166,279,7691
2010-08-31,"Africa",35,29336,4837,762,34935
2010-08-31,"Asia",26,39978,7770,698,48446
2010-08-31,"Europe",34,6677,835,490,8002
2010-08-31,"North America",2,40,216,52,308
2010-08-31,"Oceania",5,231,139,45,415
2010-08-31,"South America",14,7369,173,274,7816
2010-09-30,"Africa",35,29286,4844,765,34895
2010-09-30,"Asia",26,40133,7772,683,48588
2010-09-30,"Europe",34,6793,830,493,8116
2010-09-30,"North America",2,39,193,50,282
2010-09-30,"Oceania",5,232,142,45,419
2010-09-30,"South America",14,7181,194,270,7645
2010-10-31,"Africa",37,29269,4816,781,34866
2010-10-31,"Asia",24,39625,7820,715,48160
2010-10-31,"Europe",34,6815,864,493,8172
2010-10-31,"North America",2,42,194,48,284
2010-10-31,"Oceania",5,231,144,45,420
2010-10-31,"South America",14,7134,199,271,7604
2010-11-30,"Africa",37,29125,4843,776,34744
2010-11-30,"Asia",26,39686,7693,732,48111
2010-11-30,"Europe",34,6747,844,494,8085
2010-11-30,"North America",2,34,204,48,286
2010-11-30,"Oceania",5,231,147,45,423
2010-11-30,"South America",14,7135,200,246,7581
2010-12-31,"Africa",36,28646,5156,751,34553
2010-12-31,"Asia",25,39444,7952,713,48109
2010-12-31,"Europe",33,6430,665,490,7585
2010-12-31,"North America",2,34,203,48,285
2010-12-31,"Oceania",5,232,149,44,425
2010-12-31,"South America",14,7228,197,256,7681
2011-01-31,"Africa",36,28640,5226,743,34609
2011-01-31,"Asia",25,39432,7927,686,48045
2011-01-31,"Europe",33,6443,653,476,7572
2011-01-31,"North America",2,38,232,52,322
2011-01-31,"Oceania",5,232,151,46,429
2011-01-31,"South America",14,7404,188,261,7853
2011-02-28,"Africa",36,28749,5278,731,34758
2011-02-28,"Asia",24,39693,8036,691,48420
2011-02-28,"Europe",33,6358,664,454,7476
2011-02-28,"North America",2,36,224,53,313
2011-02-28,"Oceania",5,232,142,45,419
2011-02-28,"South America",14,7292,182,252,7726
2011-03-31,"Africa",36,28859,5438,735,35032
2011-03-31,"Asia",24,39532,8058,680,48270
2011-03-31,"Europe",33,6394,661,464,7519
2011-03-31,"North America",2,36,224,52,312
2011-03-31,"Oceania",5,231,142,46,419
2011-03-31,"South America",14,7238,180,251,7669
2011-04-30,"Africa",36,29211,5432,717,35360
2011-04-30,"Asia",24,39332,8040,689,48061
2011-04-30,"Europe",34,6445,645,457,7547
2011-04-30,"North America",2,38,231,54,323
2011-04-30,"Oceania",5,230,148,46,424
2011-04-30,"South America",14,7226,173,251,7650
2011-05-31,"Africa",36,29222,5329,738,35289
2011-05-31,"Asia",23,39391,7837,682,47910
2011-05-31,"Europe",34,6327,634,452,7413
2011-05-31,"North America",2,34,239,50,323
2011-05-31,"Oceania",5,231,141,46,418
2011-05-31,"South America",14,7223,169,247,7639
2011-06-30,"Africa",35,29756,5156,722,35634
2011-06-30,"Asia",23,39370,7904,670,47944
2011-06-30,"Europe",36,6783,628,468,7879
2011-06-30,"North America",2,34,235,48,317
2011-06-30,"Oceania",5,233,138,46,417
2011-06-30,"South America",14,7223,145,255,7623
2011-07-31,"Africa",34,29586,4870,653,35109
2011-07-31,"Asia",23,39407,7739,566,47712
2011-07-31,"Europe",36,6847,550,371,7768
2011-07-31,"North America",2,27,217,28,272
2011-07-31,"Oceania",5,278,115,31,424
2011-07-31,"South America",14,7217,136,181,7534
2011-08-31,"Africa",34,31167,5156,790,37113
2011-08-31,"Asia",24,37815,7813,660,46288
2011-08-31,"Europe",35,6670,583,424,7677
2011-08-31,"North America",2,30,231,36,297
2011-08-31,"Oceania",5,286,128,45,459
2011-08-31,"South America",14,7209,151,224,7584
2011-09-30,"Africa",35,31105,5327,817,37249
2011-09-30,"Asia",23,37556,7885,613,46054
2011-09-30,"Europe",35,6855,580,418,7853
2011-09-30,"North America",2,35,254,31,320
2011-09-30,"Oceania",5,287,127,44,458
2011-09-30,"South America",14,7196,137,211,7544
2011-10-31,"Africa",35,30719,5189,729,36637
2011-10-31,"Asia",24,37942,7941,597,46480
2011-10-31,"Europe",34,6858,543,414,7815
2011-10-31,"North America",2,35,273,34,342
2011-10-31,"Oceania",5,293,130,44,467
2011-10-31,"South America",14,7181,163,209,7553
2011-11-30,"Africa",34,30663,5229,727,36619
2011-11-30,"Asia",25,37681,7971,582,46234
2011-11-30,"Europe",34,6272,563,406,7241
2011-11-30,"North America",2,29,262,29,320
2011-11-30,"Oceania",6,289,134,43,466
2011-11-30,"South America",14,7422,147,199,7768
2011-12-31,"Africa",33,31754,5205,725,37684
2011-12-31,"Asia",25,37143,7996,589,45728
2011-12-31,"Europe",34,6123,546,402,7071
2011-12-31,"North America",2,30,258,28,316
2011-12-31,"Oceania",6,331,132,42,505
2011-12-31,"South America",14,7349,165,198,7712
2012-01-31,"Africa",34,31800,5330,729,37859
2012-01-31,"Asia",25,36890,8046,595,45531
2012-01-31,"Europe",34,6149,558,412,7119
2012-01-31,"North America",2,34,262,30,326
2012-01-31,"Oceania",6,331,131,42,504
2012-01-31,"South America",14,7333,167,188,7688
2012-02-28,"Africa",35,31769,5257,759,37785
2012-02-28,"Asia",27,36806,8083,615,45504
2012-02-28,"Europe",34,6145,573,407,7125
2012-02-28,"North America",2,36,261,29,326
2012-02-28,"Oceania",6,333,139,40,512
2012-02-28,"South America",14,7322,163,189,7674
2012-03-31,"Africa",35,31802,5246,781,37829
2012-03-31,"Asia",26,37048,8063,620,45731
2012-03-31,"Europe",34,6023,581,396,7000
2012-03-31,"North America",2,35,234,30,299
2012-03-31,"Oceania",6,334,137,42,513
2012-03-31,"South America",14,7264,165,188,7617
2012-04-30,"Africa",35,32421,5174,771,38366
2012-04-30,"Asia",26,36784,8070,619,45473
2012-04-30,"Europe",34,6132,580,398,7110
2012-04-30,"North America",2,32,234,26,292
2012-04-30,"Oceania",6,331,126,38,495
2012-04-30,"South America",14,6956,156,184,7296
2012-05-31,"Africa",36,32589,5134,861,38584
2012-05-31,"Asia",26,36378,8247,683,45308
2012-05-31,"Europe",33,5999,602,466,7067
2012-05-31,"North America",2,34,234,33,301
2012-05-31,"Oceania",6,334,134,50,518
2012-05-31,"South America",14,6964,146,212,7322
2012-06-30,"Africa",37,32529,5176,849,38554
2012-06-30,"Asia",26,35847,7804,729,44380
2012-06-30,"Europe",35,5776,599,451,6826
2012-06-30,"North America",2,33,231,30,294
2012-06-30,"Oceania",6,285,134,47,466
2012-06-30,"South America",14,6973,154,210,7337
2012-07-31,"Africa",37,32648,4675,804,38127
2012-07-31,"Asia",26,35684,7768,652,44104
2012-07-31,"Europe",35,5634,593,421,6648
2012-07-31,"North America",2,35,236,32,303
2012-07-31,"Oceania",6,287,130,43,460
2012-07-31,"South America",13,6959,151,187,7297
2012-08-31,"Africa",35,32257,4716,740,37713
2012-08-31,"Asia",25,36075,7663,614,44352
2012-08-31,"Europe",34,5599,602,405,6606
2012-08-31,"North America",2,34,233,31,298
2012-08-31,"Oceania",6,293,133,38,464
2012-08-31,"South America",13,6957,146,186,7289
2012-09-30,"Africa",35,32054,4785,763,37602
2012-09-30,"Asia",26,36665,7681,605,44951
2012-09-30,"Europe",34,5610,590,395,6595
2012-09-30,"North America",2,30,234,30,294
2012-09-30,"Oceania",6,293,124,39,456
2012-09-30,"South America",13,6971,136,194,7301
2012-10-31,"Africa",35,31859,5005,747,37611
2012-10-31,"Asia",26,36701,7568,604,44873
2012-10-31,"Europe",33,5860,575,392,6827
2012-10-31,"North America",2,28,230,27,285
2012-10-31,"Oceania",6,250,124,39,413
2012-10-31,"South America",13,6973,133,191,7297
2012-11-30,"Africa",35,31872,4987,747,37606
2012-11-30,"Asia",25,36375,6840,612,43827
2012-11-30,"Europe",33,5417,397,400,6214
2012-11-30,"North America",2,31,224,27,282
2012-11-30,"Oceania",5,231,79,35,345
2012-11-30,"South America",13,6987,114,181,7282
2012-12-31,"Africa",35,31563,4893,733,37189
2012-12-31,"Asia",26,35648,6691,600,42939
2012-12-31,"Europe",33,5335,382,396,6113
2012-12-31,"North America",2,30,220,28,278
2012-12-31,"Oceania",6,212,75,37,324
2012-12-31,"South America",13,6953,108,177,7238
2013-01-31,"Africa",35,31698,4787,751,37236
2013-01-31,"Asia",25,34938,6673,614,42225
2013-01-31,"Europe",33,5334,386,405,6125
2013-01-31,"North America",2,30,189,28,247
2013-01-31,"Oceania",6,210,75,37,322
2013-01-31,"South America",13,6821,105,163,7089
2013-02-28,"Africa",34,31652,4832,712,37196
2013-02-28,"Asia",25,34923,6886,532,42341
2013-02-28,"Europe",34,5389,394,377,6160
2013-02-28,"North America",2,43,188,17,248
2013-02-28,"Oceania",6,210,78,37,325
2013-02-28,"South America",13,6830,111,157,7098
2013-03-31,"Africa",35,30903,4904,689,36496
2013-03-31,"Asia",26,34883,6860,544,42287
2013-03-31,"Europe",34,5293,398,380,6071
2013-03-31,"North America",2,43,190,17,250
2013-03-31,"Oceania",6,211,77,37,325
2013-03-31,"South America",13,6829,122,161,7112
2013-04-30,"Africa",35,30617,4932,721,36270
2013-04-30,"Asia",26,35046,6837,546,42429
2013-04-30,"Europe",34,5468,415,377,6260
2013-04-30,"North America",2,42,180,17,239
2013-04-30,"Oceania",6,212,77,38,327
2013-04-30,"South America",13,6589,121,172,6882
2013-05-31,"Africa",35,29472,4895,713,35080
2013-05-31,"Asia",26,34893,6776,526,42195
2013-05-31,"Europe",34,5304,407,374,6085
2013-05-31,"North America",2,42,181,18,241
2013-05-31,"Oceania",6,212,77,38,327
2013-05-31,"South America",13,6322,124,177,6623
2013-06-30,"Africa",34,30936,5065,707,36708
2013-06-30,"Asia",25,34100,6796,527,41423
2013-06-30,"Europe",34,4924,412,371,5707
2013-06-30,"North America",2,79,164,18,261
2013-06-30,"Oceania",6,395,81,38,514
2013-06-30,"South America",13,6318,108,177,6603
2013-07-31,"Africa",36,36430,5639,694,42763
2013-07-31,"Asia",25,34158,6826,539,41523
2013-07-31,"Europe",34,4845,407,368,5620
2013-07-31,"North America",2,77,162,18,257
2013-07-31,"Oceania",6,709,81,39,829
2013-07-31,"South America",12,6332,101,177,6610
2013-08-31,"Africa",36,36108,5620,702,42430
2013-08-31,"Asia",25,34206,6565,537,41308
2013-08-31,"Europe",34,4934,407,373,5714
2013-08-31,"North America",2,80,169,18,267
2013-08-31,"Oceania",6,709,76,38,823
2013-08-31,"South America",13,6358,99,176,6633
2013-09-30,"Africa",37,36232,5390,720,42342
2013-09-30,"Asia",25,34023,6550,553,41126
2013-09-30,"Europe",34,5186,410,380,5976
2013-09-30,"North America",2,74,175,19,268
2013-09-30,"Oceania",6,685,79,39,803
2013-09-30,"South America",13,6358,105,179,6642
2013-10-31,"Africa",38,36849,5350,705,42904
2013-10-31,"Asia",24,34075,6724,554,41353
2013-10-31,"Europe",35,5544,394,379,6317
2013-10-31,"North America",2,82,161,26,269
2013-10-31,"Oceania",7,709,85,42,836
2013-10-31,"South America",13,6352,97,183,6632
2013-11-30,"Africa",38,37131,5397,682,43210
2013-11-30,"Asia",24,33907,6733,554,41194
2013-11-30,"Europe",35,5560,412,378,6350
2013-11-30,"North America",2,43,158,19,220
2013-11-30,"Oceania",7,719,108,36,863
2013-11-30,"South America",14,6140,109,181,6430
2013-12-31,"Africa",38,37130,5612,690,43432
2013-12-31,"Asia",25,33936,6634,562,41132
2013-12-31,"Europe",36,5127,420,374,5921
2013-12-31,"North America",2,42,172,19,233
2013-12-31,"Oceania",6,718,100,34,852
2013-12-31,"South America",15,6326,119,185,6630
2014-01-31,"Africa",38,36835,5671,690,43196
2014-01-31,"Asia",25,34309,6706,551,41566
2014-01-31,"Europe",36,5215,426,374,6015
2014-01-31,"North America",2,43,167,19,229
2014-01-31,"Oceania",7,720,96,36,852
2014-01-31,"South America",15,6580,114,187,6881
2014-02-28,"Africa",38,36731,5661,690,43082
2014-02-28,"Asia",25,34384,6630,560,41574
2014-02-28,"Europe",35,5245,418,379,6042
2014-02-28,"North America",2,52,172,19,243
2014-02-28,"Oceania",7,723,72,38,833
2014-02-28,"South America",15,6289,108,179,6576
