"date","mission.continent","n.missions","troops","police","observers","total"
2002-08-30,"Africa",5,24755,138,1122,26015
2002-08-30,"Asia",8,10943,806,613,12362
2002-08-30,"Europe",3,0,5800,69,5869
2002-08-30,"South America",1,0,10,4,14
2002-09-30,"Africa",5,24866,138,1094,26098
2002-09-30,"Asia",8,10932,789,621,12342
2002-09-30,"Europe",3,0,5839,66,5905
2002-09-30,"South America",1,0,10,4,14
2002-10-31,"Africa",5,24785,111,1088,25984
2002-10-31,"Asia",9,10270,780,620,11670
2002-10-31,"Europe",3,0,5290,63,5353
2002-11-30,"Africa",5,24302,111,1086,25499
2002-11-30,"Asia",9,9677,780,617,11074
2002-11-30,"Europe",3,0,5290,63,5353
2002-12-31,"Africa",5,23535,118,1137,24790
2002-12-31,"Asia",9,8985,769,623,10377
2002-12-31,"Europe",1,0,4446,39,4485
2003-01-31,"Africa",5,23024,126,1135,24285
2003-01-31,"Asia",9,8999,768,619,10386
2003-01-31,"Europe",1,0,4438,38,4476
2003-02-28,"Africa",4,23023,126,1131,24280
2003-02-28,"Asia",9,8970,721,615,10306
2003-02-28,"Europe",1,0,4377,38,4415
2003-03-30,"Africa",4,22244,171,1175,23590
2003-03-30,"Asia",9,7983,687,416,9086
2003-03-30,"Europe",1,0,4391,38,4429
2003-04-30,"Africa",4,22508,188,1201,23897
2003-04-30,"Asia",9,7659,677,419,8755
2003-04-30,"Europe",1,0,4297,38,4335
2003-05-31,"Africa",4,20693,204,1212,22109
2003-05-31,"Asia",9,7731,553,419,8703
2003-05-31,"Europe",1,0,4097,38,4135
2003-06-30,"Africa",5,22313,226,1225,23764
2003-06-30,"Asia",9,7662,457,425,8544
2003-06-30,"Europe",1,0,4020,39,4059
2003-07-31,"Africa",5,22698,219,1251,24168
2003-07-31,"Asia",9,7592,454,428,8474
2003-07-31,"Europe",1,0,3998,38,4036
2003-08-31,"Africa",5,23177,232,1255,24664
2003-08-31,"Asia",9,7882,426,419,8727
2003-08-31,"Europe",1,0,3774,37,3811
2003-09-30,"Africa",6,24402,249,1237,25888
2003-09-30,"Asia",9,7738,529,428,8695
2003-09-30,"Europe",1,0,3651,36,3687
2003-10-31,"Africa",6,29215,246,1255,30716
2003-10-31,"Asia",8,7192,482,424,8098
2003-10-31,"Europe",1,0,3745,38,3783
2003-11-30,"Africa",6,30601,287,1328,32216
2003-11-30,"Asia",8,6681,453,414,7548
2003-11-30,"Europe",1,0,3728,39,3767
2003-12-31,"Africa",6,33422,557,1410,35389
2003-12-31,"Asia",8,5913,379,403,6695
2003-12-31,"Europe",1,0,3691,40,3731
2004-01-31,"Africa",6,36174,687,1391,38252
2004-01-31,"Asia",8,5908,381,400,6689
2004-01-31,"Europe",1,0,3611,38,3649
2004-02-28,"Africa",6,36851,775,1387,39013
2004-02-28,"Asia",8,5922,365,400,6687
2004-02-28,"Europe",1,0,3508,37,3545
2004-03-31,"Africa",6,39129,814,1428,41371
2004-03-31,"Asia",8,6046,364,400,6810
2004-03-31,"Europe",1,0,3478,38,3516
2004-04-30,"Africa",6,40809,896,1508,43213
2004-04-30,"Asia",8,5897,362,404,6663
2004-04-30,"Europe",1,0,3506,37,3543
2004-05-31,"Africa",6,42677,1110,1543,45330
2004-05-31,"Asia",8,5927,190,230,6347
2004-05-31,"Europe",1,0,3510,36,3546
2004-05-31,"South America",1,240,7,0,247
2004-06-30,"Africa",7,42247,1393,1615,45255
2004-06-30,"Asia",8,4660,188,370,5218
2004-06-30,"Europe",1,0,3603,37,3640
2004-06-30,"South America",1,2081,67,0,2148
2004-07-31,"Africa",7,44246,1486,1648,47380
2004-07-31,"Asia",8,4686,202,366,5254
2004-07-31,"Europe",1,0,3604,35,3639
2004-07-31,"South America",1,2259,224,0,2483
2004-08-31,"Africa",7,45679,1486,1699,48864
2004-08-31,"Asia",8,4686,202,363,5251
2004-08-31,"Europe",1,0,3604,37,3641
2004-08-31,"South America",1,2765,224,0,2989
2004-09-30,"Africa",7,46428,1613,1732,49773
2004-09-30,"Asia",8,4680,211,369,5260
2004-09-30,"Europe",1,0,3562,37,3599
2004-09-30,"South America",1,3092,583,0,3675
2004-10-31,"Africa",7,45723,1651,1713,49087
2004-10-31,"Asia",8,4694,214,369,5277
2004-10-31,"Europe",1,0,3658,36,3694
2004-10-31,"South America",1,3769,963,0,4732
2004-11-30,"Africa",7,45594,1667,1677,48938
2004-11-30,"Asia",8,4691,213,373,5277
2004-11-30,"Europe",1,0,3616,37,3653
2004-11-30,"South America",1,4790,1270,0,6060
2004-12-31,"Africa",7,45233,1652,1640,48525
2004-12-31,"Asia",8,4668,209,369,5246
2004-12-31,"Europe",1,0,3509,37,3546
2004-12-31,"South America",1,6008,1398,0,7406
2005-01-31,"Africa",7,45841,1649,1679,49169
2005-01-31,"Asia",8,4362,209,372,4943
2005-01-31,"Europe",1,0,3509,37,3546
2005-01-31,"South America",1,5994,1398,0,7392
2005-02-28,"Africa",7,47849,1637,1677,51163
2005-02-28,"Asia",8,4346,198,382,4926
2005-02-28,"Europe",1,0,3391,37,3428
2005-02-28,"South America",1,6012,1401,0,7413
2005-03-31,"Africa",8,47860,1656,1692,51208
2005-03-31,"Asia",8,4501,197,377,5075
2005-03-31,"Europe",1,0,3215,37,3252
2005-03-31,"South America",1,6210,1398,0,7608
2005-04-30,"Africa",8,47789,1652,1669,51110
2005-04-30,"Asia",8,4363,199,302,4864
2005-04-30,"Europe",1,0,2992,37,3029
2005-04-30,"South America",1,6207,1288,0,7495
2005-05-31,"Africa",8,47816,1657,1764,51237
2005-05-31,"Asia",8,3971,75,216,4262
2005-05-31,"Europe",1,0,2709,36,2745
2005-05-31,"South America",1,6207,1437,0,7644
2005-06-30,"Africa",8,48715,1651,1805,52171
2005-06-30,"Asia",8,3894,76,232,4202
2005-06-30,"Europe",1,0,2709,36,2745
2005-06-30,"South America",1,6229,1437,0,7666
2005-07-31,"Africa",8,49160,1867,1773,52800
2005-07-31,"Asia",8,3900,111,194,4205
2005-07-31,"Europe",1,0,2612,37,2649
2005-07-31,"South America",1,6264,1401,0,7665
2005-08-31,"Africa",8,49512,1867,1770,53149
2005-08-31,"Asia",7,3897,70,197,4164
2005-08-31,"Europe",1,0,2612,36,2648
2005-08-31,"South America",1,6263,1401,0,7664
2005-09-30,"Africa",8,49646,2300,1756,53702
2005-09-30,"Asia",8,3973,125,196,4294
2005-09-30,"Europe",1,0,2233,35,2268
2005-09-30,"South America",1,6595,1509,0,8104
2005-10-31,"Africa",8,49952,2380,2019,54351
2005-10-31,"Asia",8,3881,137,334,4352
2005-10-31,"Europe",1,0,2186,36,2222
2005-10-31,"South America",1,7273,1594,0,8867
2005-11-30,"Africa",8,49486,2893,2132,54511
2005-11-30,"Asia",8,3881,141,192,4214
2005-11-30,"Europe",1,0,2188,36,2224
2005-11-30,"South America",1,7265,1741,0,9006
2005-12-31,"Africa",7,48908,3202,2150,54260
2005-12-31,"Asia",8,3876,145,232,4253
2005-12-31,"Europe",1,0,2146,37,2183
2005-12-31,"South America",1,7286,1748,0,9034
2006-01-31,"Africa",8,50195,3299,2305,55799
2006-01-31,"Asia",9,4034,146,350,4530
2006-01-31,"Europe",1,0,2150,37,2187
2006-01-31,"South America",1,7519,1776,0,9295
2006-02-28,"Africa",8,51206,3397,2317,56920
2006-02-28,"Asia",9,4130,143,349,4622
2006-02-28,"Europe",1,0,2221,38,2259
2006-02-28,"South America",1,7472,1761,0,9233
2006-03-31,"Africa",8,50447,3417,2337,56201
2006-03-31,"Asia",9,3993,144,356,4493
2006-03-31,"Europe",1,0,2188,38,2226
2006-03-31,"South America",1,7151,1752,0,8903
2006-04-30,"Africa",8,51585,3497,2337,57419
2006-04-30,"Asia",9,4017,135,324,4476
2006-04-30,"Europe",1,0,2134,37,2171
2006-04-30,"South America",1,7054,1716,0,8770
2006-05-31,"Africa",8,51993,3502,2346,57841
2006-05-31,"Asia",9,4033,123,296,4452
2006-05-31,"Europe",1,0,2086,37,2123
2006-05-31,"South America",1,7073,1687,0,8760
2006-06-30,"Africa",8,52598,3565,2322,58485
2006-06-30,"Asia",9,4036,85,230,4351
2006-06-30,"Europe",1,0,1928,37,1965
2006-06-30,"South America",1,6311,1687,0,7998
2006-07-31,"Africa",8,52449,3561,2362,58372
2006-07-31,"Asia",9,4078,86,219,4383
2006-07-31,"Europe",1,0,1977,37,2014
2006-07-31,"South America",1,6499,1622,0,8121
2006-08-31,"Africa",8,53267,3760,2370,59397
2006-08-31,"Asia",9,4339,663,217,5219
2006-08-31,"Europe",1,0,2021,36,2057
2006-08-31,"South America",1,6430,1602,0,8032
2006-09-30,"Africa",8,52399,3834,2353,58586
2006-09-30,"Asia",9,7268,543,306,8117
2006-09-30,"Europe",1,0,1870,37,1907
2006-09-30,"South America",1,6642,1700,0,8342
2006-10-31,"Africa",8,52240,3874,2347,58461
2006-10-31,"Asia",9,10840,1027,256,12123
2006-10-31,"Europe",1,0,1893,37,1930
2006-10-31,"South America",1,6652,1682,0,8334
2006-11-30,"Africa",8,51083,3879,2271,57233
2006-11-30,"Asia",9,13009,1028,370,14407
2006-11-30,"Europe",1,0,1883,37,1920
2006-11-30,"South America",1,6668,1692,0,8360
2006-12-31,"Africa",7,48775,3865,2118,54758
2006-12-31,"Asia",9,13687,1178,372,15237
2006-12-31,"Europe",1,0,1960,37,1997
2006-12-31,"South America",1,6684,1692,0,8376
2007-01-31,"Africa",7,49076,3933,2116,55125
2007-01-31,"Asia",9,14394,1524,380,16298
2007-01-31,"Europe",1,0,1983,36,2019
2007-01-31,"South America",1,6782,1768,0,8550
2007-02-28,"Africa",8,48901,4063,2123,55087
2007-02-28,"Asia",10,15015,1551,432,16998
2007-02-28,"Europe",1,0,2028,37,2065
2007-02-28,"South America",1,6799,1802,0,8601
2007-03-31,"Africa",8,48677,4123,2139,54939
2007-03-31,"Asia",10,15139,1635,461,17235
2007-03-31,"Europe",1,0,2025,36,2061
2007-03-31,"South America",1,7023,1813,0,8836
2007-04-30,"Africa",8,48624,4050,2164,54838
2007-04-30,"Asia",10,15373,1721,477,17571
2007-04-30,"Europe",1,0,2001,38,2039
2007-04-30,"South America",1,7036,1793,0,8829
2007-05-31,"Africa",8,48668,4033,2158,54859
2007-05-31,"Asia",10,15346,1708,514,17568
2007-05-31,"Europe",1,0,2050,37,2087
2007-05-31,"South America",1,7050,1760,0,8810
2007-06-30,"Africa",8,48721,4094,2166,54981
2007-06-30,"Asia",10,15409,1708,520,17637
2007-06-30,"Europe",1,0,2136,37,2173
2007-06-30,"South America",1,7065,1760,0,8825
2007-07-31,"Africa",8,48693,4008,2175,54876
2007-07-31,"Asia",10,15654,1706,538,17898
2007-07-31,"Europe",1,0,2116,40,2156
2007-07-31,"South America",1,7081,1772,0,8853
2007-08-31,"Africa",8,48735,3974,2082,54791
2007-08-31,"Asia",10,15503,1689,534,17726
2007-08-31,"Europe",1,0,1946,40,1986
2007-08-31,"South America",1,7054,1771,0,8825
2007-09-30,"Africa",9,48741,4017,2145,54903
2007-09-30,"Asia",10,15383,1717,538,17638
2007-09-30,"Europe",1,0,2029,40,2069
2007-09-30,"South America",1,7062,1774,0,8836
2007-10-31,"Africa",9,48130,4043,2133,54306
2007-10-31,"Asia",10,15390,1546,534,17470
2007-10-31,"Europe",1,0,1996,40,2036
2007-10-31,"South America",1,7060,1829,0,8889
2007-11-30,"Africa",10,48147,4242,2150,54539
2007-11-30,"Asia",10,15410,1569,540,17519
2007-11-30,"Europe",1,0,2006,39,2045
2007-11-30,"South America",1,7062,1841,0,8903
2007-12-31,"Africa",10,48070,5688,2149,55907
2007-12-31,"Asia",10,15391,1567,536,17494
2007-12-31,"Europe",1,0,1996,39,2035
2007-12-31,"South America",1,7047,1826,0,8873
2008-01-31,"Africa",10,55104,5786,2304,63194
2008-01-31,"Asia",10,14582,1531,532,16645
2008-01-31,"Europe",1,0,2010,41,2051
2008-01-31,"South America",1,7066,1927,0,8993
2008-02-28,"Africa",10,54630,5908,2342,62880
2008-02-28,"Asia",10,14661,1584,539,16784
2008-02-28,"Europe",1,0,1996,40,2036
2008-02-28,"South America",1,7060,1930,0,8990
2008-03-31,"Africa",10,53245,5855,2136,61236
2008-03-31,"Asia",10,14479,1639,528,16646
2008-03-31,"Europe",1,0,1953,40,1993
2008-03-31,"South America",1,7064,1923,0,8987
2008-04-30,"Africa",10,53055,5813,2158,61026
2008-04-30,"Asia",10,14520,1606,534,16660
2008-04-30,"Europe",1,0,1917,39,1956
2008-04-30,"South America",1,7082,1930,0,9012
2008-05-31,"Africa",10,52670,5956,2145,60771
2008-05-31,"Asia",10,14504,1605,520,16629
2008-05-31,"Europe",1,0,1926,37,1963
2008-05-31,"South America",1,7174,1881,0,9055
2008-06-30,"Africa",10,52734,6029,2130,60893
2008-06-30,"Asia",10,14450,1619,511,16580
2008-06-30,"Europe",1,0,2028,39,2067
2008-06-30,"South America",1,7070,1907,0,8977
2008-07-31,"Africa",10,52967,5948,2091,61006
2008-07-31,"Asia",10,14463,1624,453,16540
2008-07-31,"Europe",1,0,2010,38,2048
2008-07-31,"South America",1,7105,1935,0,9040
2008-08-31,"Africa",9,53042,5968,2058,61068
2008-08-31,"Asia",10,14448,1620,450,16518
2008-08-31,"Europe",1,0,2015,32,2047
2008-08-31,"South America",1,7027,1916,0,8943
2008-09-30,"Africa",9,52990,6121,2099,61210
2008-09-30,"Asia",10,14654,1630,441,16725
2008-09-30,"Europe",1,0,1910,29,1939
2008-09-30,"South America",1,7012,1868,0,8880
2008-10-31,"Africa",8,53644,6589,2132,62365
2008-10-31,"Asia",10,14859,1646,448,16953
2008-10-31,"Europe",1,0,1871,26,1897
2008-10-31,"South America",1,7009,2019,0,9028
2008-11-30,"Africa",8,53692,6758,2137,62587
2008-11-30,"Asia",10,14856,1634,448,16938
2008-11-30,"Europe",1,0,1288,24,1312
2008-11-30,"South America",1,7013,1995,0,9008
2008-12-31,"Africa",8,55980,7007,2161,65148
2008-12-31,"Asia",10,14555,1610,447,16612
2008-12-31,"Europe",1,0,841,22,863
2008-12-31,"South America",1,7016,2053,0,9069
2009-01-31,"Africa",8,56130,7051,2109,65290
2009-01-31,"Asia",10,14860,1594,438,16892
2009-01-31,"Europe",1,0,128,23,151
2009-01-31,"South America",1,7037,2012,0,9049
2009-02-28,"Africa",8,55737,6877,2072,64686
2009-02-28,"Asia",10,14663,1666,443,16772
2009-02-28,"Europe",1,0,55,22,77
2009-02-28,"South America",1,7039,2031,0,9070
2009-03-31,"Africa",8,57927,6748,2039,66714
2009-03-31,"Asia",10,14399,1544,440,16383
2009-03-31,"Europe",1,0,25,19,44
2009-03-31,"South America",1,7044,2011,0,9055
2009-04-30,"Africa",8,58362,6735,2001,67098
2009-04-30,"Asia",10,14492,1515,439,16446
2009-04-30,"Europe",1,0,22,17,39
2009-04-30,"South America",1,7026,2026,0,9052
2009-05-31,"Africa",8,59114,7295,1976,68385
2009-05-31,"Asia",10,14282,1574,441,16297
2009-05-31,"Europe",1,0,21,13,34
2009-05-31,"South America",1,7048,2049,0,9097
2009-06-30,"Africa",8,58764,7299,1949,68012
2009-06-30,"Asia",9,14150,1636,317,16103
2009-06-30,"Europe",1,0,8,13,21
2009-06-30,"South America",1,7030,2050,0,9080
2009-07-31,"Africa",8,57569,7763,1974,67306
2009-07-31,"Asia",9,14251,1659,319,16229
2009-07-31,"Europe",1,0,8,9,17
2009-07-31,"South America",1,7106,2052,0,9158
2009-08-31,"Africa",8,59509,8486,1975,69970
2009-08-31,"Asia",9,14340,1652,317,16309
2009-08-31,"Europe",1,0,8,9,17
2009-08-31,"South America",1,7057,2066,0,9123
2009-09-30,"Africa",8,60011,8516,1924,70451
2009-09-30,"Asia",9,14533,1632,325,16490
2009-09-30,"Europe",1,0,8,9,17
2009-09-30,"South America",1,7051,2066,0,9117
2009-10-31,"Africa",8,61156,8979,1934,72069
2009-10-31,"Asia",9,14459,1628,326,16413
2009-10-31,"Europe",1,0,6,9,15
2009-10-31,"South America",1,7041,2032,0,9073
2009-11-30,"Africa",8,61772,9037,2015,72824
2009-11-30,"Asia",9,14260,1622,326,16208
2009-11-30,"Europe",1,0,7,9,16
2009-11-30,"South America",1,7031,2034,0,9065
2009-12-31,"Africa",8,62073,9175,1976,73224
2009-12-31,"Asia",9,13981,1586,329,15896
2009-12-31,"Europe",1,0,8,9,17
2009-12-31,"South America",1,7032,2025,0,9057
2010-01-31,"Africa",8,63520,9282,2008,74810
2010-01-31,"Asia",9,14079,1580,331,15990
2010-01-31,"Europe",1,0,7,9,16
2010-01-31,"South America",1,7032,1998,0,9030
2010-02-28,"Africa",8,64615,9311,2013,75939
2010-02-28,"Asia",9,13619,1560,326,15505
2010-02-28,"Europe",1,0,7,9,16
2010-02-28,"South America",1,7032,2055,0,9087
2010-03-31,"Africa",8,64502,9274,1983,75759
2010-03-31,"Asia",9,13662,1595,323,15580
2010-03-31,"Europe",1,0,7,8,15
2010-03-31,"South America",1,8294,2178,0,10472
2010-04-30,"Africa",8,64063,9349,1967,75379
2010-04-30,"Asia",9,13993,1603,329,15925
2010-04-30,"Europe",1,0,8,8,16
2010-04-30,"South America",1,8304,2261,0,10565
2010-05-31,"Africa",8,63481,9380,1993,74854
2010-05-31,"Asia",9,14187,1565,328,16080
2010-05-31,"Europe",1,0,8,8,16
2010-05-31,"South America",1,8454,2484,0,10938
2010-06-30,"Africa",8,62606,9030,2013,73649
2010-06-30,"Asia",9,13569,1507,328,15404
2010-06-30,"Europe",1,0,6,8,14
2010-06-30,"South America",1,8609,2969,0,11578
2010-07-31,"Africa",8,61468,9131,1998,72597
2010-07-31,"Asia",9,13828,1546,326,15700
2010-07-31,"Europe",1,0,6,8,14
2010-07-31,"South America",1,8603,2965,0,11568
2010-08-31,"Africa",8,61303,9327,1997,72627
2010-08-31,"Asia",9,13562,1553,316,15431
2010-08-31,"Europe",1,0,8,8,16
2010-08-31,"South America",1,8766,3082,0,11848
2010-09-30,"Africa",8,61186,9303,1978,72467
2010-09-30,"Asia",9,13833,1558,320,15711
2010-09-30,"Europe",1,0,9,8,17
2010-09-30,"South America",1,8645,3105,0,11750
2010-10-31,"Africa",8,60461,9326,2020,71807
2010-10-31,"Asia",9,14004,1557,325,15886
2010-10-31,"Europe",1,0,8,8,16
2010-10-31,"South America",1,8651,3146,0,11797
2010-11-30,"Africa",8,60160,9195,2009,71364
2010-11-30,"Asia",9,14148,1555,324,16027
2010-11-30,"Europe",1,0,8,8,16
2010-11-30,"South America",1,8650,3173,0,11823
2010-12-31,"Africa",8,59188,9520,1969,70677
2010-12-31,"Asia",9,14082,1554,325,15961
2010-12-31,"Europe",1,0,8,8,16
2010-12-31,"South America",1,8744,3240,0,11984
2011-01-31,"Africa",7,59172,9533,2003,70708
2011-01-31,"Asia",8,14087,1537,253,15877
2011-01-31,"Europe",1,0,7,8,15
2011-01-31,"South America",1,8930,3300,0,12230
2011-02-28,"Africa",7,59669,9708,1964,71341
2011-02-28,"Asia",8,13948,1498,254,15700
2011-02-28,"Europe",1,0,8,8,16
2011-02-28,"South America",1,8743,3312,0,12055
2011-03-31,"Africa",7,59535,9688,1966,71189
2011-03-31,"Asia",8,14015,1429,254,15698
2011-03-31,"Europe",1,0,8,8,16
2011-03-31,"South America",1,8740,3578,0,12318
2011-04-30,"Africa",7,59755,9685,1959,71399
2011-04-30,"Asia",8,13993,1431,247,15671
2011-04-30,"Europe",1,0,8,8,16
2011-04-30,"South America",1,8734,3545,0,12279
2011-05-31,"Africa",7,59755,9487,1957,71199
2011-05-31,"Asia",8,13953,1304,250,15507
2011-05-31,"Europe",1,0,8,8,16
2011-05-31,"South America",1,8720,3550,0,12270
2011-06-30,"Africa",7,60405,9384,1950,71739
2011-06-30,"Asia",8,14276,1273,251,15800
2011-06-30,"Europe",1,0,6,8,14
2011-06-30,"South America",1,8718,3543,0,12261
2011-07-31,"Africa",7,60124,8835,1578,70537
2011-07-31,"Asia",8,14520,1260,244,16024
2011-07-31,"Europe",1,0,8,8,16
2011-07-31,"South America",1,8718,3524,0,12242
2011-08-31,"Africa",8,60231,9271,1930,71432
2011-08-31,"Asia",8,14228,1259,241,15728
2011-08-31,"Europe",1,0,8,8,16
2011-08-31,"South America",1,8718,3524,0,12242
2011-09-30,"Africa",8,59807,9500,1879,71186
2011-09-30,"Asia",8,14475,1260,247,15982
2011-09-30,"Europe",1,0,8,8,16
2011-09-30,"South America",1,8752,3542,0,12294
2011-10-31,"Africa",8,59435,9322,1771,70528
2011-10-31,"Asia",8,14678,1272,247,16197
2011-10-31,"Europe",1,0,8,9,17
2011-10-31,"South America",1,8915,3637,0,12552
2011-11-30,"Africa",8,59344,9442,1727,70513
2011-11-30,"Asia",8,14156,1275,250,15681
2011-11-30,"Europe",1,0,7,9,16
2011-11-30,"South America",1,8856,3582,0,12438
2011-12-31,"Africa",8,60380,9495,1732,71607
2011-12-31,"Asia",8,14285,1254,243,15782
2011-12-31,"Europe",1,0,7,9,16
2011-12-31,"South America",1,8065,3546,0,11611
2012-01-31,"Africa",8,60444,9689,1743,71876
2012-01-31,"Asia",8,14394,1256,243,15893
2012-01-31,"Europe",1,0,7,10,17
2012-01-31,"South America",1,7699,3542,0,11241
2012-02-28,"Africa",8,60575,9638,1795,72008
2012-02-28,"Asia",8,14261,1297,235,15793
2012-02-28,"Europe",1,0,7,9,16
2012-02-28,"South America",1,7575,3534,0,11109
2012-03-31,"Africa",8,60736,9858,1803,72397
2012-03-31,"Asia",8,14244,1314,245,15803
2012-03-31,"Europe",1,0,7,9,16
2012-03-31,"South America",1,7526,3247,0,10773
2012-04-30,"Africa",8,61150,9847,1750,72747
2012-04-30,"Asia",9,14211,1298,277,15786
2012-04-30,"Europe",1,0,6,9,15
2012-04-30,"South America",1,7295,3189,0,10484
2012-05-31,"Africa",8,60865,10051,1782,72698
2012-05-31,"Asia",9,14150,1314,514,15978
2012-05-31,"Europe",1,0,6,9,15
2012-05-31,"South America",1,7283,3126,0,10409
2012-06-30,"Africa",8,60306,9944,1787,72037
2012-06-30,"Asia",9,13840,1282,520,15642
2012-06-30,"Europe",1,0,6,9,15
2012-06-30,"South America",1,7297,2866,0,10163
2012-07-31,"Africa",8,60153,9443,1741,71337
2012-07-31,"Asia",9,13797,1309,391,15497
2012-07-31,"Europe",1,0,6,7,13
2012-07-31,"South America",1,7297,2795,0,10092
2012-08-31,"Africa",8,60298,9415,1763,71476
2012-08-31,"Asia",9,13641,1247,243,15131
2012-08-31,"Europe",1,0,6,8,14
2012-08-31,"South America",1,7276,2825,0,10101
2012-09-30,"Africa",8,60515,9535,1786,71836
2012-09-30,"Asia",8,13806,1206,232,15244
2012-09-30,"Europe",1,0,6,8,14
2012-09-30,"South America",1,7302,2803,0,10105
2012-10-31,"Africa",8,60335,9724,1763,71822
2012-10-31,"Asia",8,14028,1125,229,15382
2012-10-31,"Europe",1,0,8,8,16
2012-10-31,"South America",1,7308,2778,0,10086
2012-11-30,"Africa",8,60159,9811,1782,71752
2012-11-30,"Asia",8,13457,131,212,13800
2012-11-30,"Europe",1,0,8,8,16
2012-11-30,"South America",1,7297,2691,0,9988
2012-12-31,"Africa",8,59830,9632,1747,71209
2012-12-31,"Asia",7,13122,75,215,13412
2012-12-31,"Europe",1,0,7,9,16
2012-12-31,"South America",1,6789,2655,0,9444
2013-01-31,"Africa",7,59210,9517,1771,70498
2013-01-31,"Asia",7,13137,77,218,13432
2013-01-31,"Europe",1,0,7,9,16
2013-01-31,"South America",1,6684,2614,0,9298
2013-02-28,"Africa",7,59269,9800,1609,70678
2013-02-28,"Asia",7,13093,75,214,13382
2013-02-28,"Europe",1,0,7,9,16
2013-02-28,"South America",1,6685,2607,0,9292
2013-03-31,"Africa",7,58609,9792,1601,70002
2013-03-31,"Asia",7,12872,77,218,13167
2013-03-31,"Europe",1,0,6,9,15
2013-03-31,"South America",1,6681,2676,0,9357
2013-04-30,"Africa",7,58489,9820,1644,69953
2013-04-30,"Asia",7,13042,75,218,13335
2013-04-30,"Europe",1,0,6,9,15
2013-04-30,"South America",1,6443,2661,0,9104
2013-05-31,"Africa",7,57207,9744,1619,68570
2013-05-31,"Asia",7,12859,79,218,13156
2013-05-31,"Europe",1,0,7,9,16
2013-05-31,"South America",1,6179,2630,0,8809
2013-06-30,"Africa",7,57923,9953,1612,69488
2013-06-30,"Asia",7,12622,80,217,12919
2013-06-30,"Europe",1,0,7,9,16
2013-06-30,"South America",1,6207,2586,0,8793
2013-07-31,"Africa",8,63447,10611,1612,75670
2013-07-31,"Asia",7,12872,75,214,13161
2013-07-31,"Europe",1,0,8,9,17
2013-07-31,"South America",1,6232,2522,0,8754
2013-08-31,"Africa",8,63324,10396,1615,75335
2013-08-31,"Asia",7,12838,75,220,13133
2013-08-31,"Europe",1,0,8,9,17
2013-08-31,"South America",1,6233,2457,0,8690
2013-09-30,"Africa",8,63439,10177,1655,75271
2013-09-30,"Asia",7,12893,72,227,13192
2013-09-30,"Europe",1,0,8,8,16
2013-09-30,"South America",1,6226,2452,0,8678
2013-10-31,"Africa",8,64094,10297,1654,76045
2013-10-31,"Asia",7,13268,72,227,13567
2013-10-31,"Europe",1,0,7,8,15
2013-10-31,"South America",1,6249,2435,0,8684
2013-11-30,"Africa",8,64272,10405,1619,76296
2013-11-30,"Asia",7,13242,69,223,13534
2013-11-30,"Europe",1,0,7,8,15
2013-11-30,"South America",1,5986,2436,0,8422
2013-12-31,"Africa",8,64320,10547,1635,76502
2013-12-31,"Asia",7,12791,72,221,13084
2013-12-31,"Europe",1,0,6,8,14
2013-12-31,"South America",1,6168,2432,0,8600
2014-01-31,"Africa",8,64596,10681,1625,76902
2014-01-31,"Asia",7,12751,72,223,13046
2014-01-31,"Europe",1,0,7,9,16
2014-01-31,"South America",1,6355,2420,0,8775
2014-02-28,"Africa",8,65060,10569,1636,77265
2014-02-28,"Asia",7,12570,72,221,12863
2014-02-28,"Europe",1,0,7,8,15
2014-02-28,"South America",1,5794,2413,0,8207
